application_id,sector,region,legal_structure,years_in_operation,num_employees,annual_revenue_ghs,total_assets_ghs,current_ratio,debt_to_equity,profit_margin_pct,account_age_months,avg_monthly_transactions,avg_account_balance_ghs,previous_loans,previous_loan_performance,owner_age,owner_education,credit_bureau_score,owner_has_other_businesses,loan_amount_requested_ghs,loan_to_revenue_ratio,loan_purpose,loan_term_months,collateral_type,collateral_coverage_pct,interest_rate_pct,application_date,loan_status
APP001154,Construction,Greater Accra,Sole Proprietorship,4,1,143545,93567,0.71,1.26,7.8,27,79,12515,0,No History,36,Tertiary,484,Yes,86412,0.6,Working Capital,24,Equipment,143.2,19.7,2024-07-07,Performing
APP001155,Services,Greater Accra,Sole Proprietorship,5,3,174735,131429,0.68,0.66,5.5,40,186,19877,1,Good,55,Tertiary,850,Yes,34441,0.2,Working Capital,12,Equipment,92.7,22.3,2024-09-27,Performing
APP001156,Construction,Greater Accra,Sole Proprietorship,3,3,38047,48667,0.72,0.1,-1.9,37,40,5079,0,No History,35,Secondary,754,No,51426,1.35,Debt Refinancing,24,Personal Guarantee,12.7,22.0,2025-12-03,Non-Performing
APP001157,Agriculture,Greater Accra,Limited Liability,3,90,160811,196190,0.55,1.25,-5.7,17,35,24203,1,Good,43,Postgraduate,600,No,10000,0.06,Working Capital,18,Personal Guarantee,2.6,28.9,2025-03-11,Non-Performing
APP001158,Transport,Ashanti,Limited Liability,15,45,15135,10895,0.33,0.47,6.7,52,73,606,1,Good,68,Primary,689,Yes,25070,1.66,Inventory,18,Inventory,139.0,23.1,2024-09-04,Performing
APP001159,Transport,Western,Sole Proprietorship,9,32,374159,393562,1.63,1.77,2.8,27,73,43152,1,Fair,30,Tertiary,690,No,38703,0.1,Working Capital,18,None,0.0,22.5,2024-09-23,Performing
APP001160,Agriculture,Volta,Limited Liability,1,5,271750,354017,1.34,1.34,-5.7,58,82,11096,0,No History,48,Secondary,674,Yes,39216,0.14,Inventory,24,Personal Guarantee,16.2,28.5,2024-07-16,Non-Performing
APP001161,Hospitality,Ashanti,Sole Proprietorship,2,83,706890,563322,0.33,0.22,18.0,25,86,95055,1,Fair,45,Secondary,502,Yes,42895,0.06,Expansion,48,Vehicle,141.5,29.4,2024-10-31,Non-Performing
APP001162,Agriculture,Ashanti,Sole Proprietorship,2,10,33502,46372,1.04,1.1,29.3,18,76,1941,1,Fair,48,Secondary,647,No,18306,0.55,Inventory,24,Property,130.3,20.7,2025-12-15,Performing
APP001163,Trading,Greater Accra,Sole Proprietorship,5,19,217072,140592,0.79,0.35,19.6,16,148,31986,1,Good,38,Tertiary,744,Yes,42940,0.2,Equipment Purchase,60,Inventory,140.8,19.0,2024-12-25,Performing
APP001164,Construction,Greater Accra,Sole Proprietorship,4,8,384193,500978,3.0,1.54,-0.6,8,78,22519,0,No History,34,Secondary,662,No,177267,0.46,Debt Refinancing,24,Property,145.3,26.1,2024-11-13,Performing
APP001165,Agriculture,Ashanti,Sole Proprietorship,11,7,193699,223574,2.34,2.04,7.4,24,48,25513,2,Fair,44,Postgraduate,653,Yes,44419,0.23,Equipment Purchase,36,Equipment,139.7,23.2,2025-06-26,Performing
APP001166,Hospitality,Ashanti,Partnership,4,5,48977,43279,2.98,0.95,26.5,25,102,3659,0,No History,36,Tertiary,574,Yes,219301,4.48,Expansion,36,Vehicle,78.9,21.8,2025-06-30,Non-Performing
APP001167,Hospitality,Central,Sole Proprietorship,14,5,15000,18732,0.7,2.85,-6.1,21,99,1603,2,Good,25,Postgraduate,543,No,205357,13.69,Expansion,36,Property,66.3,28.2,2025-12-05,Performing
APP001168,Manufacturing,Greater Accra,Cooperative,5,13,320846,418424,0.3,1.56,17.4,26,57,36259,0,No History,32,Secondary,486,No,33288,0.1,Property Purchase,36,Property,115.8,23.0,2025-07-29,Performing
APP001169,Agriculture,Greater Accra,Sole Proprietorship,16,10,94875,136668,0.39,1.31,-9.4,10,25,6148,0,No History,38,Secondary,684,No,105807,1.12,Working Capital,24,Inventory,74.0,31.7,2024-08-29,Non-Performing
APP001170,Trading,Ashanti,Sole Proprietorship,4,7,90699,84440,0.71,1.33,28.2,20,56,6878,0,No History,29,Secondary,601,No,16106,0.18,Working Capital,24,Property,137.7,24.2,2025-12-15,Performing
APP001171,Services,Greater Accra,Sole Proprietorship,4,33,366360,446012,0.84,1.1,2.8,11,74,19380,1,Good,43,Tertiary,505,No,20870,0.06,Equipment Purchase,18,Vehicle,145.3,24.7,2025-08-10,Performing
APP001172,Healthcare,Greater Accra,Partnership,9,1,177346,202592,3.03,1.07,34.7,26,22,7206,0,No History,32,Secondary,702,Yes,66952,0.38,Debt Refinancing,24,Personal Guarantee,3.6,33.0,2024-11-17,Performing
APP001173,Services,Eastern,Sole Proprietorship,8,12,30079,32265,1.81,0.46,28.7,23,48,2067,0,No History,41,Postgraduate,570,No,99563,3.31,Working Capital,24,Property,81.2,25.2,2024-11-19,Performing
APP001174,Trading,Greater Accra,Limited Liability,2,15,17633,24710,1.34,3.27,6.7,37,35,1797,0,No History,68,Primary,547,No,300549,17.04,Working Capital,36,Equipment,116.3,21.2,2025-12-01,Non-Performing
APP001175,Services,Western,Partnership,5,23,37793,22783,2.36,1.09,-0.6,18,40,4747,0,No History,56,Tertiary,577,No,50873,1.35,Working Capital,48,Personal Guarantee,21.8,19.9,2024-10-13,Non-Performing
APP001176,Services,Greater Accra,Partnership,4,6,2587633,2209580,1.51,3.59,10.3,37,74,349918,0,No History,49,Tertiary,603,No,71364,0.03,Working Capital,12,Vehicle,106.1,22.2,2024-10-31,Performing
APP001177,Hospitality,Greater Accra,Partnership,3,9,329329,357140,1.74,2.01,5.8,20,75,15930,0,No History,63,Tertiary,658,Yes,66026,0.2,Working Capital,36,Property,93.2,24.9,2025-01-10,Performing
APP001178,Agriculture,Ashanti,Sole Proprietorship,5,19,142865,108643,0.79,1.17,3.2,30,46,10384,1,Good,41,Postgraduate,545,No,359888,2.52,Inventory,60,Equipment,87.5,27.6,2025-07-02,Non-Performing
APP001179,Construction,Central,Sole Proprietorship,4,32,157051,222553,0.3,1.42,-11.9,14,96,20797,1,Excellent,41,Tertiary,705,No,229190,1.46,Working Capital,48,Personal Guarantee,20.0,18.0,2025-02-18,Performing
APP001180,Services,Ashanti,Sole Proprietorship,5,5,108854,128756,0.3,2.04,1.8,22,103,10635,2,Good,29,Postgraduate,661,Yes,87963,0.81,Equipment Purchase,36,Vehicle,127.0,24.0,2024-12-16,Performing
APP001181,Retail,Eastern,Partnership,2,9,627401,646282,0.3,2.45,-5.3,21,32,38812,1,Fair,57,Tertiary,576,Yes,132438,0.21,Working Capital,12,Property,86.0,29.1,2024-11-22,Non-Performing
APP001182,Trading,Greater Accra,Sole Proprietorship,1,39,99368,132480,1.61,1.3,14.6,38,124,8651,1,Fair,65,Postgraduate,606,No,84939,0.85,Inventory,18,Property,89.3,25.0,2024-09-06,Performing
APP001183,Services,Eastern,Sole Proprietorship,9,1,292711,294408,0.52,2.31,19.9,21,74,21193,1,Excellent,52,Tertiary,584,No,175391,0.6,Inventory,12,Vehicle,101.4,29.4,2025-04-21,Performing
APP001184,Technology,Greater Accra,Cooperative,10,3,149995,165412,0.8,1.99,16.9,21,97,6911,1,Good,59,Tertiary,625,Yes,141745,0.94,Inventory,48,Vehicle,100.5,18.0,2024-11-25,Performing
APP001185,Agriculture,Western,Sole Proprietorship,8,32,1168829,704191,0.3,2.05,12.1,55,97,153859,0,No History,25,Tertiary,749,No,44264,0.04,Inventory,36,Property,135.8,23.1,2024-12-27,Performing
APP001186,Technology,Ashanti,Limited Liability,5,22,555274,515921,2.16,2.31,-2.2,33,68,41647,0,No History,70,Tertiary,583,No,66134,0.12,Property Purchase,24,None,0.0,24.5,2024-07-05,Performing
APP001187,Construction,Volta,Limited Liability,4,12,870645,631140,1.0,0.82,10.5,18,109,133570,2,Good,40,Tertiary,636,Yes,70393,0.08,Equipment Purchase,60,Equipment,99.3,26.2,2025-04-13,Performing
APP001188,Agriculture,Ashanti,Sole Proprietorship,3,4,56502,68973,1.2,3.03,17.5,29,76,8281,0,No History,70,Tertiary,560,No,69692,1.23,Debt Refinancing,18,Equipment,148.1,20.6,2025-07-12,Performing
APP001189,Trading,Greater Accra,Sole Proprietorship,3,3,637349,657186,1.29,1.67,1.0,34,116,80276,1,Good,62,Secondary,665,Yes,36033,0.06,Working Capital,24,Property,88.0,25.7,2025-11-13,Performing
APP001190,Construction,Greater Accra,Sole Proprietorship,5,4,134219,116982,1.41,2.45,9.4,23,31,10629,1,Poor,51,Tertiary,643,No,83859,0.62,Equipment Purchase,24,Personal Guarantee,20.8,26.0,2024-10-15,Performing
APP001191,Agriculture,Central,Partnership,9,34,130010,132746,2.24,1.3,6.3,32,129,9567,1,Good,37,Secondary,733,No,35988,0.28,Working Capital,18,None,0.0,23.7,2025-11-09,Performing
APP001192,Services,Ashanti,Partnership,3,3,1042046,821827,1.65,1.53,27.9,22,154,101112,2,Fair,43,Tertiary,549,No,33349,0.03,Working Capital,24,Property,128.3,25.9,2025-01-12,Performing
APP001193,Trading,Eastern,Limited Liability,9,8,51224,73382,0.44,0.82,18.2,38,75,4228,1,Good,25,Tertiary,678,Yes,53170,1.04,Equipment Purchase,18,Equipment,116.7,25.3,2025-09-07,Performing
APP001194,Services,Greater Accra,Limited Liability,1,3,186938,121243,0.49,0.54,15.3,7,95,27692,0,No History,53,Tertiary,727,No,78388,0.42,Debt Refinancing,36,Vehicle,93.0,21.4,2025-10-28,Performing
APP001195,Agriculture,Greater Accra,Partnership,6,17,192707,265718,4.0,1.14,-12.6,13,72,10564,0,No History,25,Tertiary,582,Yes,203958,1.06,Working Capital,24,Inventory,83.2,23.4,2025-12-02,Non-Performing
APP001196,Transport,Greater Accra,Sole Proprietorship,6,4,303763,322056,1.97,2.1,10.1,17,23,38558,1,Excellent,38,Tertiary,609,Yes,121790,0.4,Expansion,12,Property,114.4,19.0,2024-12-23,Performing
APP001197,Retail,Upper East,Sole Proprietorship,3,6,90018,104155,4.0,0.84,6.1,32,37,10199,0,No History,60,Secondary,636,Yes,181702,2.02,Inventory,60,None,0.0,18.0,2024-11-18,Non-Performing
APP001198,Retail,Western,Limited Liability,2,1,1890257,1648956,0.84,0.31,6.0,26,81,258504,0,No History,50,Tertiary,599,Yes,352443,0.19,Working Capital,24,Vehicle,119.3,25.0,2025-02-23,Performing
APP001199,Construction,Volta,Sole Proprietorship,8,1,41291,60698,2.77,2.71,-10.8,14,44,4339,1,Good,25,Primary,635,No,33344,0.81,Working Capital,36,Equipment,83.2,18.0,2025-04-26,Performing
APP001200,Agriculture,Greater Accra,Sole Proprietorship,5,7,656046,560044,1.44,0.48,-5.1,23,169,75802,1,Good,25,Tertiary,677,No,121933,0.19,Expansion,18,Inventory,90.3,23.0,2025-07-08,Performing
APP001201,Construction,Western,Limited Liability,19,1,839364,948473,1.26,1.63,7.2,7,101,130545,2,Fair,34,Tertiary,610,No,126908,0.15,Working Capital,12,Inventory,137.6,25.7,2025-07-09,Performing
APP001202,Agriculture,Western,Sole Proprietorship,10,60,1115029,1665936,1.03,3.87,21.4,9,120,56905,1,Excellent,42,Secondary,609,Yes,77335,0.07,Expansion,48,Inventory,132.9,24.1,2024-09-01,Performing
APP001203,Agriculture,Greater Accra,Limited Liability,10,1,16940,23597,1.79,5.0,0.9,8,37,890,1,Excellent,52,Postgraduate,642,No,146210,8.63,Working Capital,24,Inventory,76.5,32.7,2025-05-27,Performing
APP001204,Trading,Central,Partnership,0,3,63114,68333,1.49,1.18,3.2,11,63,5505,1,Fair,49,Secondary,586,Yes,65352,1.04,Working Capital,24,Inventory,144.0,25.7,2024-09-29,Non-Performing
APP001205,Manufacturing,Volta,Sole Proprietorship,3,7,1267676,1890532,0.88,2.73,29.4,31,37,122619,0,No History,29,Secondary,590,Yes,117101,0.09,Expansion,24,Equipment,116.5,22.9,2025-07-20,Performing
APP001206,Hospitality,Northern,Limited Liability,2,5,15000,18468,0.63,1.65,4.4,26,113,959,0,No History,49,Secondary,543,No,14523,0.97,Property Purchase,18,Property,104.7,26.4,2025-12-10,Non-Performing
APP001207,Construction,Eastern,Sole Proprietorship,1,2,28412,22383,0.9,0.61,6.5,19,30,1418,1,Good,50,Postgraduate,616,No,60001,2.11,Working Capital,48,Vehicle,78.1,18.8,2025-08-21,Non-Performing
APP001208,Manufacturing,Greater Accra,Sole Proprietorship,5,2,117758,113640,1.01,1.11,6.6,32,85,5023,1,Fair,47,Tertiary,658,Yes,121583,1.03,Inventory,18,Personal Guarantee,21.9,28.0,2025-07-11,Performing
APP001209,Trading,Greater Accra,Sole Proprietorship,8,2,225415,203108,0.74,0.9,-8.1,39,30,29698,0,No History,71,Postgraduate,597,No,167445,0.74,Equipment Purchase,18,Personal Guarantee,27.6,22.0,2024-08-11,Performing
APP001210,Healthcare,Upper East,Sole Proprietorship,2,5,1264809,1150485,0.48,2.67,14.9,12,57,124212,1,Good,50,Secondary,554,Yes,25315,0.02,Inventory,48,Property,65.8,28.4,2024-10-08,Performing
APP001211,Manufacturing,Greater Accra,Partnership,1,52,169404,217584,1.07,3.77,0.2,37,63,23921,0,No History,53,Primary,611,No,55170,0.33,Equipment Purchase,18,Equipment,106.9,25.6,2025-01-08,Performing
APP001212,Manufacturing,Western,Sole Proprietorship,2,7,101974,114806,1.36,0.98,7.6,14,127,8494,2,Excellent,64,Tertiary,653,No,20677,0.2,Property Purchase,48,None,0.0,26.5,2025-11-17,Performing
APP001213,Agriculture,Western,Sole Proprietorship,4,24,165544,105001,1.24,0.32,13.3,15,98,20595,0,No History,52,Tertiary,630,Yes,40626,0.25,Working Capital,36,Property,138.9,21.8,2024-12-26,Performing
APP001214,Hospitality,Western,Sole Proprietorship,4,12,243043,337757,0.38,1.49,31.3,50,77,23969,2,Good,35,Tertiary,809,No,82120,0.34,Vehicle Purchase,24,Personal Guarantee,28.6,19.4,2025-09-13,Performing
APP001215,Construction,Bono,Limited Liability,5,22,331641,287571,2.97,0.64,-7.8,24,42,37624,1,Good,56,Tertiary,564,No,168634,0.51,Inventory,18,Property,66.5,19.4,2024-08-26,Performing
APP001216,Trading,Greater Accra,Limited Liability,6,1,144600,216519,3.46,0.53,18.4,17,43,12207,1,Excellent,37,Secondary,607,Yes,147822,1.02,Debt Refinancing,36,Personal Guarantee,23.7,18.0,2025-06-23,Performing
APP001217,Agriculture,Greater Accra,Sole Proprietorship,5,5,15000,21881,1.59,0.77,18.4,29,51,746,1,Excellent,30,Primary,686,No,74814,4.99,Inventory,24,Vehicle,85.3,22.5,2025-08-25,Performing
APP001218,Construction,Greater Accra,Sole Proprietorship,8,27,64937,93929,1.82,0.72,0.3,34,64,9979,0,No History,31,Tertiary,560,No,31229,0.48,Debt Refinancing,18,Personal Guarantee,16.2,21.7,2025-04-20,Non-Performing
APP001219,Services,Ashanti,Sole Proprietorship,2,4,805295,1071054,1.21,1.76,15.2,24,64,113007,0,No History,56,Secondary,783,No,52086,0.06,Inventory,48,None,0.0,28.0,2025-08-19,Performing
APP001220,Trading,Greater Accra,Sole Proprietorship,4,43,224087,178945,1.31,2.05,27.7,17,103,17350,0,No History,49,Postgraduate,620,No,500000,2.23,Debt Refinancing,36,None,0.0,19.9,2025-07-26,Performing
APP001221,Retail,Greater Accra,Limited Liability,7,32,104996,113329,0.3,1.62,-1.2,26,54,16279,0,No History,54,Postgraduate,667,Yes,14785,0.14,Equipment Purchase,48,Equipment,130.5,32.8,2025-03-15,Performing
APP001222,Agriculture,Central,Limited Liability,6,4,435882,349521,0.94,0.64,10.9,30,99,33152,0,No History,49,Tertiary,621,No,17894,0.04,Property Purchase,24,Equipment,109.1,20.0,2025-10-11,Performing
APP001223,Manufacturing,Volta,Sole Proprietorship,13,4,54514,45448,0.95,0.66,12.9,20,79,5078,1,Excellent,44,Secondary,706,Yes,71335,1.31,Equipment Purchase,12,Equipment,69.9,20.4,2025-01-01,Performing
APP001224,Technology,Greater Accra,Sole Proprietorship,2,2,173868,199923,3.39,1.25,14.4,48,44,22709,1,Excellent,45,Secondary,529,No,121393,0.7,Inventory,48,Property,113.1,18.1,2025-02-15,Performing
APP001225,Manufacturing,Ashanti,Sole Proprietorship,7,3,249614,158941,0.81,1.03,17.2,25,86,19240,2,Good,49,Tertiary,753,No,141995,0.57,Inventory,24,Equipment,70.6,24.0,2025-04-18,Performing
APP001226,Services,Volta,Partnership,3,2,86248,127001,2.94,1.35,10.0,33,69,6808,3,Fair,34,Tertiary,639,No,79869,0.93,Inventory,24,None,0.0,22.7,2024-09-09,Performing
APP001227,Trading,Greater Accra,Sole Proprietorship,3,11,202040,288271,1.03,1.72,14.2,33,26,18023,1,Excellent,26,Postgraduate,675,No,13101,0.06,Inventory,24,Inventory,91.3,23.6,2025-04-05,Performing
APP001228,Trading,Greater Accra,Cooperative,9,1,142925,134734,0.72,1.24,-2.9,9,34,13750,0,No History,36,Tertiary,557,Yes,48069,0.34,Working Capital,24,None,0.0,25.6,2024-12-23,Non-Performing
APP001229,Healthcare,Greater Accra,Limited Liability,5,13,34910,37140,0.3,1.94,10.0,29,90,1914,0,No History,48,Secondary,648,No,10241,0.29,Inventory,18,Property,110.2,27.9,2024-11-16,Performing
APP001230,Manufacturing,Ashanti,Sole Proprietorship,6,13,263060,268191,1.3,1.53,2.3,30,53,11074,0,No History,34,Postgraduate,537,Yes,88871,0.34,Working Capital,24,Property,149.2,19.3,2025-05-08,Performing
APP001231,Transport,Greater Accra,Partnership,3,1,33056,46079,0.54,2.0,-6.8,17,75,4968,0,No History,67,Secondary,719,No,94447,2.86,Equipment Purchase,36,Inventory,125.4,24.1,2024-12-25,Performing
APP001232,Trading,Upper East,Limited Liability,3,34,218392,266381,0.3,0.5,1.9,15,108,17991,1,Good,47,Tertiary,510,No,52770,0.24,Inventory,48,Personal Guarantee,9.1,27.4,2025-10-05,Non-Performing
APP001233,Trading,Ashanti,Partnership,1,12,931240,791833,1.59,0.27,11.2,9,63,48613,2,Fair,43,Tertiary,633,No,18343,0.02,Inventory,12,Property,138.9,19.6,2025-02-07,Performing
APP001234,Agriculture,Ashanti,Sole Proprietorship,5,15,81315,81490,1.33,0.62,13.2,41,112,10660,0,No History,34,Tertiary,586,No,26398,0.32,Inventory,18,Inventory,80.4,35.0,2025-02-09,Performing
APP001235,Services,Greater Accra,Sole Proprietorship,2,3,35913,35412,1.42,2.55,-7.2,14,35,2708,0,No History,52,Tertiary,487,No,11811,0.33,Expansion,36,Personal Guarantee,11.5,33.4,2025-12-13,Non-Performing
APP001236,Trading,Ashanti,Limited Liability,4,13,153725,224961,1.03,1.54,-3.3,9,111,9500,3,Good,27,Tertiary,540,Yes,56872,0.37,Working Capital,36,Personal Guarantee,19.4,23.7,2025-01-01,Non-Performing
APP001237,Transport,Western,Partnership,8,22,59972,45445,0.58,0.83,16.7,18,44,9326,0,No History,45,Tertiary,658,No,500000,8.34,Equipment Purchase,18,Property,97.0,19.6,2024-09-10,Performing
APP001238,Manufacturing,Eastern,Partnership,1,6,431824,293907,0.42,0.73,14.1,12,78,64974,1,Fair,36,Tertiary,543,No,54063,0.13,Equipment Purchase,18,Equipment,125.7,20.1,2025-10-17,Non-Performing
APP001239,Retail,Eastern,Limited Liability,22,54,129459,180279,2.7,2.08,18.6,9,96,6821,0,No History,43,Secondary,563,No,39335,0.3,Working Capital,24,Equipment,118.6,24.9,2025-11-08,Performing
APP001240,Trading,Ashanti,Limited Liability,3,7,1393077,1960083,1.68,1.56,24.4,60,141,206055,0,No History,47,Tertiary,651,No,74377,0.05,Equipment Purchase,12,Vehicle,120.1,26.6,2024-10-31,Performing
APP001241,Transport,Northern,Limited Liability,4,23,657097,909793,1.99,0.43,14.5,12,180,96530,1,Excellent,28,Postgraduate,697,No,18949,0.03,Debt Refinancing,36,None,0.0,18.0,2025-10-20,Performing
APP001242,Hospitality,Central,Sole Proprietorship,6,9,115126,122019,0.91,0.43,3.0,14,37,13369,1,Excellent,25,Tertiary,676,No,19616,0.17,Equipment Purchase,36,Equipment,97.8,20.2,2025-03-25,Performing
APP001243,Hospitality,Eastern,Partnership,3,13,326508,389775,0.52,1.96,9.4,23,151,33815,1,Good,30,Postgraduate,616,No,32243,0.1,Inventory,48,Inventory,65.0,24.6,2024-07-24,Performing
APP001244,Hospitality,Greater Accra,Limited Liability,3,1,86301,95537,0.48,0.8,27.9,9,83,5703,0,No History,52,Secondary,638,No,145077,1.68,Equipment Purchase,24,None,0.0,18.4,2025-04-23,Non-Performing
APP001245,Construction,Greater Accra,Limited Liability,9,10,203428,134771,1.08,0.34,40.0,21,51,11100,1,Good,46,Tertiary,630,No,83581,0.41,Expansion,24,Property,138.5,22.8,2025-10-02,Performing
APP001246,Services,Greater Accra,Partnership,8,3,94932,107866,0.54,0.33,13.6,30,123,10704,2,Good,37,Secondary,531,Yes,51055,0.54,Working Capital,60,Vehicle,66.7,25.7,2025-01-31,Performing
APP001247,Agriculture,Western,Sole Proprietorship,4,3,285807,174986,0.3,1.76,14.4,24,89,39622,0,No History,65,Tertiary,643,No,126609,0.44,Property Purchase,60,Equipment,101.8,23.4,2025-04-24,Performing
APP001248,Agriculture,Ashanti,Limited Liability,5,42,635972,567597,1.53,0.84,16.7,27,75,77993,3,Poor,57,Tertiary,531,No,330584,0.52,Equipment Purchase,12,None,0.0,21.1,2024-09-14,Non-Performing
APP001249,Technology,Ashanti,Limited Liability,5,5,594128,854987,1.99,2.19,8.3,20,74,36655,1,Good,54,Tertiary,672,No,125012,0.21,Inventory,12,Property,87.2,24.3,2025-09-28,Performing
APP001250,Services,Northern,Sole Proprietorship,7,2,442839,386882,0.66,1.38,22.0,17,133,33125,0,No History,33,Tertiary,631,No,21634,0.05,Expansion,60,Inventory,86.7,26.0,2024-08-27,Performing
APP001251,Hospitality,Northern,Partnership,7,5,418788,605502,0.3,0.95,20.1,27,86,44211,2,Good,54,Secondary,436,No,10000,0.02,Inventory,24,Equipment,80.4,20.3,2024-08-20,Performing
APP001252,Manufacturing,Northern,Sole Proprietorship,7,2,409983,338285,1.16,1.32,12.3,26,93,47147,1,Fair,46,Postgraduate,703,Yes,10463,0.03,Working Capital,36,Property,84.4,25.4,2025-11-17,Performing
APP001253,Agriculture,Greater Accra,Sole Proprietorship,4,30,29032,25638,0.9,4.11,4.2,12,105,1412,2,Excellent,33,Primary,575,No,142774,4.92,Property Purchase,48,None,0.0,25.3,2025-10-15,Non-Performing
APP001254,Agriculture,Western,Sole Proprietorship,5,3,877200,1022435,0.76,0.59,-10.2,23,46,99725,0,No History,40,Tertiary,568,No,28062,0.03,Inventory,24,Inventory,146.0,26.1,2025-05-07,Non-Performing
APP001255,Construction,Greater Accra,Sole Proprietorship,9,12,1702510,2188515,1.4,2.82,16.8,21,97,218531,2,Fair,29,Tertiary,701,No,135723,0.08,Inventory,24,Vehicle,147.5,25.1,2024-08-27,Performing
APP001256,Manufacturing,Greater Accra,Partnership,16,28,159804,167993,1.11,1.97,10.6,30,83,9869,1,Good,33,Tertiary,606,No,37995,0.24,Equipment Purchase,18,Vehicle,111.4,24.5,2025-04-21,Performing
APP001257,Trading,Greater Accra,Partnership,5,4,114745,159943,1.36,0.87,-0.9,26,124,7980,1,Excellent,28,Tertiary,670,No,88260,0.77,Inventory,48,Property,107.2,23.4,2025-11-10,Performing
APP001258,Manufacturing,Greater Accra,Partnership,3,12,441202,280699,1.07,1.97,-5.6,3,96,31355,0,No History,53,Tertiary,564,No,120701,0.27,Expansion,24,Property,64.4,22.8,2025-05-27,Performing
APP001259,Agriculture,Ashanti,Limited Liability,3,2,220642,315512,0.54,1.5,15.9,39,35,33709,2,Excellent,41,Tertiary,688,No,27368,0.12,Equipment Purchase,18,Vehicle,132.3,26.9,2024-10-16,Performing
APP001260,Services,Central,Sole Proprietorship,7,85,114955,89282,0.51,1.22,-11.2,34,52,10212,1,Poor,30,Secondary,636,No,136322,1.19,Inventory,24,Personal Guarantee,5.1,23.6,2025-11-02,Non-Performing
APP001261,Trading,Greater Accra,Sole Proprietorship,1,18,39945,55755,1.03,1.02,11.6,36,100,4141,3,Good,48,Secondary,654,No,30954,0.77,Expansion,18,Vehicle,72.8,26.1,2025-10-11,Performing
APP001262,Hospitality,Eastern,Limited Liability,7,6,199650,191819,1.89,2.45,18.1,30,66,25339,1,Excellent,42,Tertiary,604,No,29673,0.15,Working Capital,12,Inventory,98.2,26.1,2025-04-22,Performing
APP001263,Trading,Ashanti,Sole Proprietorship,7,3,346984,468248,1.09,1.35,14.6,35,54,29346,2,Excellent,54,Tertiary,758,Yes,136093,0.39,Working Capital,18,Personal Guarantee,10.4,20.2,2025-10-04,Performing
APP001264,Manufacturing,Greater Accra,Cooperative,3,6,505523,608901,0.6,0.63,3.3,18,44,26624,0,No History,43,Tertiary,778,No,112656,0.22,Expansion,24,Property,68.7,22.7,2024-07-31,Performing
APP001265,Agriculture,Ashanti,Limited Liability,6,5,173247,131381,1.15,1.28,-7.0,33,62,20532,1,Good,25,Tertiary,432,No,94845,0.55,Debt Refinancing,24,Personal Guarantee,4.4,23.8,2025-03-07,Non-Performing
APP001266,Agriculture,Greater Accra,Partnership,4,52,82288,117362,1.19,0.35,15.0,21,72,9880,2,Excellent,36,Tertiary,698,No,19875,0.24,Property Purchase,36,Equipment,149.3,24.4,2024-10-05,Performing
APP001267,Trading,Ashanti,Cooperative,2,2,590138,484483,0.55,0.81,22.4,9,64,42056,1,Excellent,28,Primary,528,No,40779,0.07,Inventory,18,Vehicle,126.1,25.7,2025-09-26,Performing
APP001268,Manufacturing,Ashanti,Sole Proprietorship,7,8,228978,187699,3.43,1.93,1.1,33,88,10127,3,Fair,48,Tertiary,663,No,119256,0.52,Working Capital,48,Equipment,113.9,24.7,2025-12-07,Performing
APP001269,Services,Greater Accra,Sole Proprietorship,6,7,83845,111745,1.83,0.57,14.1,24,39,10048,0,No History,55,Tertiary,468,Yes,500000,5.96,Equipment Purchase,24,Property,87.3,24.2,2025-11-15,Performing
APP001270,Trading,Greater Accra,Partnership,4,6,144137,100216,0.91,5.0,27.0,42,64,17932,1,Fair,25,Secondary,654,No,366283,2.54,Equipment Purchase,18,Property,98.6,22.3,2025-03-29,Performing
APP001271,Construction,Ashanti,Sole Proprietorship,16,6,24032,19221,3.26,0.16,12.1,23,74,1036,0,No History,40,Tertiary,548,No,37499,1.56,Equipment Purchase,24,Personal Guarantee,18.8,28.2,2025-04-02,Non-Performing
APP001272,Transport,Northern,Limited Liability,5,6,130784,137756,1.3,1.0,3.2,14,89,16110,0,No History,55,Tertiary,581,No,30973,0.24,Working Capital,48,Property,130.6,25.4,2025-11-03,Performing
APP001273,Hospitality,Greater Accra,Sole Proprietorship,1,17,316033,425832,1.22,2.06,20.5,16,72,48249,2,Poor,25,Secondary,583,No,337707,1.07,Working Capital,24,Equipment,145.2,23.6,2025-07-25,Non-Performing
APP001274,Agriculture,Eastern,Partnership,9,13,171281,125503,2.52,0.37,-0.9,19,61,10525,1,Excellent,36,Secondary,557,No,109173,0.64,Working Capital,48,Personal Guarantee,3.7,22.4,2024-08-10,Non-Performing
APP001275,Manufacturing,Western,Partnership,8,11,1312128,1434026,1.83,2.08,-7.6,25,47,134570,0,No History,41,Primary,559,Yes,37503,0.03,Expansion,18,Inventory,77.2,25.1,2024-09-08,Non-Performing
APP001276,Agriculture,Volta,Partnership,8,1,83096,103048,1.44,1.99,17.7,35,84,10271,0,No History,54,Tertiary,586,No,67960,0.82,Equipment Purchase,48,Property,111.1,24.1,2025-11-26,Performing
APP001277,Trading,Central,Sole Proprietorship,2,9,321285,441617,0.74,1.06,3.1,25,71,21721,2,Fair,48,Secondary,606,Yes,17165,0.05,Working Capital,24,Property,144.5,18.0,2025-01-14,Non-Performing
